index,given_label,predicted_label,suggested_label,self_confidence,alternative_prob,quality_score,is_label_issue,rank
0,Iris-setosa,Iris-setosa,Iris-setosa,0.9996608190468552,0.0003391809531448528,0.9996608190468552,False,3000
1994,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9947199893063994,0.00514565954826409,0.9947199893063994,False,3000
1995,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.980252660260997,0.014083028011674017,0.980252660260997,False,3000
1996,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9752574660466086,0.023649706555304153,0.9752574660466086,False,3000
1997,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.6819194027319695,0.3158031163717772,0.6819194027319695,False,3000
1998,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9844434159031723,0.010668389577304035,0.9844434159031723,False,3000
1999,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9852139311114277,0.014443817020024565,0.9852139311114277,False,3000
2000,Iris-virginica,Iris-virginica,Iris-virginica,0.9975863235862464,0.0024135743191073065,0.9975863235862464,False,3000
2001,Iris-virginica,Iris-virginica,Iris-virginica,0.9991978271213556,0.0008021659558754055,0.9991978271213556,False,3000
2002,Iris-virginica,Iris-virginica,Iris-virginica,0.9995385178793766,0.00046147893884317294,0.9995385178793766,False,3000
2003,Iris-virginica,Iris-virginica,Iris-virginica,0.9997302785885901,0.00026968351329846883,0.9997302785885901,False,3000
2004,Iris-virginica,Iris-virginica,Iris-virginica,0.9997227582242416,0.00027724008909567284,0.9997227582242416,False,3000
2005,Iris-virginica,Iris-virginica,Iris-virginica,0.981458178917756,0.018541361192793517,0.981458178917756,False,3000
2006,Iris-virginica,Iris-virginica,Iris-virginica,0.998335172931952,0.001664716451261345,0.998335172931952,False,3000
2007,Iris-virginica,Iris-virginica,Iris-virginica,0.9996463769222179,0.000353621535786253,0.9996463769222179,False,3000
2008,Iris-virginica,Iris-virginica,Iris-virginica,0.9473107467546219,0.05268540896347408,0.9473107467546219,False,3000
2009,Iris-virginica,Iris-virginica,Iris-virginica,0.9744656311962572,0.02553322499336656,0.9744656311962572,False,3000
2010,Iris-virginica,Iris-virginica,Iris-virginica,0.9442043042560371,0.05578192738273796,0.9442043042560371,False,3000
2011,Iris-virginica,Iris-virginica,Iris-virginica,0.9732515392063156,0.02674844729431715,0.9732515392063156,False,3000
2012,Iris-virginica,Iris-virginica,Iris-virginica,0.9467474123920329,0.053248693716093726,0.9467474123920329,False,3000
1993,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9982578695286971,0.0011544324540313244,0.9982578695286971,False,3000
2013,Iris-virginica,Iris-virginica,Iris-virginica,0.9995739298990088,0.0004260670805213091,0.9995739298990088,False,3000
1992,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9685724779685331,0.0314161746149376,0.9685724779685331,False,3000
1990,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9309127067857496,0.052958601296147094,0.9309127067857496,False,3000
1971,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9945806659439504,0.0049692859135330855,0.9945806659439504,False,3000
1972,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9571882449003688,0.04243020417804636,0.9571882449003688,False,3000
1973,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9878963612047647,0.006564998203584666,0.9878963612047647,False,3000
1974,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9903888689585233,0.009573011382140008,0.9903888689585233,False,3000
1975,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9927444673742325,0.005198554242775072,0.9927444673742325,False,3000
1976,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9861386773759957,0.013427389352802764,0.9861386773759957,False,3000
1977,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9961208765971985,0.0037197343368912377,0.9961208765971985,False,3000
1978,Iris-versicolor,Iris-versicolor,Iris-versicolor,0.9948060592205709,0.003292548717459511,0.9948060592205709,False,3000
