index,given_label,predicted_label,suggested_label,self_confidence,alternative_prob,quality_score,is_label_issue,rank
0,5,1,1,0.1460725118715921,0.2318888151299153,0.1460725118715921,True,0
2,4,1,1,0.21311634461656395,0.27175667395474007,0.21311634461656395,True,1
4,5,1,1,0.14111465547997235,0.24487685965525757,0.14111465547997235,True,2
6,4,5,5,0.11187712735795159,0.33892507543977135,0.11187712735795159,True,3
7,3,1,1,0.21285850877981127,0.27725202962289425,0.21285850877981127,True,4
8,2,1,1,0.18352889071956943,0.24487685965525757,0.18352889071956943,True,5
10,5,2,2,0.24920876234452152,0.31507319606735407,0.24920876234452152,True,6
13,2,3,3,0.15302717597396726,0.23113641622410405,0.15302717597396726,True,7
14,4,1,1,0.16364838086054126,0.2679918787834381,0.16364838086054126,True,8
16,5,1,1,0.14111465547997235,0.24487685965525757,0.14111465547997235,True,9
18,3,5,5,0.12269891115132768,0.34372969295294237,0.12269891115132768,True,10
19,3,1,1,0.17811031765806595,0.2379054730728608,0.17811031765806595,True,11
21,3,4,4,0.2201673272289164,0.2368595859479987,0.2201673272289164,True,12
23,3,1,1,0.20749210342757504,0.24487685965525757,0.20749210342757504,True,13
28,5,1,1,0.1328869099526646,0.2679918787834381,0.1328869099526646,True,14
29,4,1,1,0.21517428981890713,0.2318888151299153,0.21517428981890713,True,15
31,4,2,2,0.13085355635808468,0.31507319606735407,0.13085355635808468,True,16
32,3,5,5,0.16636917717674451,0.4237726312679766,0.16636917717674451,True,17
35,4,1,1,0.2229874907176256,0.24487685965525757,0.2229874907176256,True,18
36,3,2,2,0.14435136256746045,0.31507319606735407,0.14435136256746045,True,19
41,3,4,4,0.2201673272289164,0.2368595859479987,0.2201673272289164,True,20
45,3,1,1,0.20785225300181615,0.2318888151299153,0.20785225300181615,True,21
49,3,1,1,0.2312117982972677,0.2679918787834381,0.2312117982972677,True,22
52,4,1,1,0.21517428981890713,0.2318888151299153,0.21517428981890713,True,23
53,3,5,5,0.12269891115132768,0.34372969295294237,0.12269891115132768,True,24
56,4,1,1,0.2229874907176256,0.24487685965525757,0.2229874907176256,True,25
58,5,4,4,0.14929452542154273,0.2368595859479987,0.14929452542154273,True,26
62,4,5,5,0.11299968553892548,0.3002317329189718,0.11299968553892548,True,27
63,3,1,1,0.20785225300181615,0.2318888151299153,0.20785225300181615,True,28
